Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,Pico Rivera  City of,Level 1,Yes,382,499,-99999,NULL,AF,,39002,78,,,124475245,162599862,77.7,0.73,No Correction,South Coast,101.4
15-Jun,06/01/2015 00:00,Pico Water District,2,Yes,243.21,312.92,3.06,NULL,AF,"The District encountered four service line leaks this month. Each leak ran for an estimated 1 to 2 hours before being repaired, an estimated of 0.022AF amount of water lost. Also, one mainline leak on 6/01/15, leak was repaired in about 3hrs for an estimated of 0.017AF of water lost.",25284,94.03,"On July 1, 2015 the District sent out notices to all District customers informing them of new watering prohibitions and restrictions, including limiting outdoor watering to two days per week. The District's Board of Directors also adopted a new Watering Restriction Ordinance which outlines progressive enforcement action.",Contacted the City of Pico Rivera to find out what type of enforcement action they planned to take so that we could coordinate our message to all City residents ,79250326,101965429,94,0.9,No Correction,South Coast,121
15-Jun,06/01/2015 00:00,Pinedale County Water District,II,Yes,73969512,102117068,-99999,NULL,G,"Our residential percentage based on the following figures: 4523 total units receiving water and of those 4523,there are 270 commercial accounts. 270/4523 =.0596 or 5.96% of our accounts are commercial. 62368100 gallons * 5.96% = 3717138 Gal for commercial. For population estimate , we are using the 4523*3.7=16735 We do not have any residential meters and only some of our commercial accounts are metered. In addition, we currently have a Walmart that is expanding and the construction crew has been using water for construction purposes since Feb 2015. Our GM, Jason Franklin, is working with our board to get meters installed. We are still in the planning stage of the meter process.",16735,138.55,,,73969512,102117068,138.6,0.9404,No Correction,Tulare Lake,191.3
15-Jun,06/01/2015 00:00,Pismo Beach  City of,4th of 4,Yes,156.58,207.29,-99999,NULL,AF,Bi-monthly billing and data collection so actual use is estimated.,7861,99.5,,We have reduced irrigation at all parks and shut off irrigation to some.  We have also shut off irrigation to landscape medians as required.,51021816,67545742,99.5,0.46,No Correction,Central Coast,131.8
15-Jun,06/01/2015 00:00,Pittsburg  City of,II,Yes,250.3,356.1,-99999,NULL,MG,,66183,90.2,Notified 50 customers of possible leaks.,,250300000,356100000,91.5,0.726,No Correction,San Francisco Bay,130.2
15-Jun,06/01/2015 00:00,Placer County Water Agency,2,Yes,782465695,1154939294,-99999,NULL,G,"PCWA reads most commercial, industrial, and institutional (CII) meters bi-monthly; therefore, data including all customers for a given month will not be available until two months after that month. An estimate of CII use based on estimated PRU and unaccounted-for water has been provided. This estimate will be replaced with actual data in a reasonable amount of time after the data is fully available.",95717,167.99,,,782465695,1154939294,168.9,0.62,No Correction,Sacramento River,249.4
15-Jun,06/01/2015 00:00,Pleasanton  City of,Stage 3,Yes,365.479,697.204,1.681,NULL,MG,,73067,99,,,365479000,697204000,99,0.594,No Correction,San Francisco Bay,188.9
15-Jun,06/01/2015 00:00,Pomona  City of,Level 2 Water Supply Shortage,Yes,1709.533,2203.28,-99999,NULL,AF,,152419,86.1,,,557053768,717941932,86.5,0.71,No Correction,South Coast,111.5
15-Jun,06/01/2015 00:00,Port Hueneme  City of,2,Yes,156.55,213.11,-99999,NULL,AF,,21555,52.8,,,51012041,69442198,52.9,0.67,No Correction,South Coast,71.9
15-Jun,06/01/2015 00:00,Porterville  City of,Phase 3,Yes,307.2074,478,0,NULL,MG,,61946,119.02,,,307207400,478000000,119,0.72,No Correction,Tulare Lake,185.2
15-Jun,06/01/2015 00:00,Poway  City of,Level 2,Yes,880.7,1379.6,-99999,NULL,AF,"*We can report CII monthly, but it is not accurate due to the zoning of businesses, and when the meters are read during the 2 month period, e.g. 85% read in June and 15% read in July. June reads are for the previous 2 months. *Non-revenue water is calculated at the end of each calendar year when water production and water consumption totals are reconciled. ",48774,143.17,,*Water conservation measures affect the City's ability to maintain water quality without flushing water.  *A portion of the reported potable water produced consists of raw water deliveries to golf courses. *The City bills bi-monthly but is required to report monthly.,286654759,448130433,143.2,0.73,No Correction,South Coast,224.3
15-Jun,06/01/2015 00:00,Quartz Hill Water District,Stage IV,Yes,482.94,785.26,-99999,NULL,AF,,20352,252.58,Dailey staff patrolling neighborhoods. ,,157366688,255878092,252.6,0.98,No Correction,South Lahontan,410.7
15-Jun,06/01/2015 00:00,Rainbow Municipal Water District,Level 2,Yes,1870.7,2360.1,-99999,NULL,AF,,19611,186.5,Contact customers to make repairs as needed,,609570264,769041953,186.5,0.18,No Correction,South Coast,235.3
15-Jun,06/01/2015 00:00,Ramona Municipal Water District,2,Yes,391,543,-99999,NULL,AF,,33600,126,,,127407908,176937325,126.4,1,No Correction,South Coast,175.5
15-Jun,06/01/2015 00:00,Rancho California Water District,4a,Yes,5759,7035,501,NULL,AF,"Total monthly potable production for May 2015 was 60% groundwater; only 40% potable import water was produced, although raw import was taken for groundwater recharge.  For non-revenue water, we are not currently tracking unaccounted-for water on a monthly basis; however, our 2010 UWMP shows that our historical average has been about 5% of potable water. Recently, the District has been implementing an AMI system that is lowering the percentage of unaccounted-for water, which we will track more frequently. ",168360,182.02,"RCWD maintains a Water Conservation Policy that includes fines of up to $500 per violation for water wasting.  The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste, and is increasing awareness as the hotter months begin.  Under normal circumstances, RCWD would have responded to all 161 public complaints of water waste that occurred during the month of June with a written notice.  However, during this reporting month, the District's structure for the administration of violations and fines was revised, and the sending out of notices was put on hold for a period of time until the new structure was approved by RCWD's Board of Directors.","On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 30%.  Additionally, RCWD revised its structure for the administration of fines for violations of the provisions of the WSCP.  These revisions allow staff to send a stronger signal to customers who violate WSCP provisions.  As customers begin to receive water bills with higher tiered rates applied to them for usage in excess of their reduced Tier 2 budgets, the District will ramp up its efforts to offer technical assistance aimed at helping customers to implement water conservation tactics.",1171435880,1368250142,182.1,0.49,No Correction,South Coast,222.4
15-Jun,06/01/2015 00:00,Red Bluff  City of,3,Yes,115583877,155320840,-99999,NULL,G,,14076,217.36,,,115583877,155320840,192.7,0.704,No Correction,Sacramento River,258.9
15-Jun,06/01/2015 00:00,Redding  City of,Stage 2,Yes,769.89,1105.95,3.5,NULL,MG,,91207,197,,"The City of Redding instituted mandatory restrictions on outdoor water during August of 2014 limiting watering to 3 days per week and compressed the time period for allowable outdoor watering.  In March of 2015, Council adopted the new Water Shortage Contingency Ordinance which further restricted times allotted to outdoor irrigation.  We have streamlined our water waste reporting system to achieve better response times to reports of water waste.  Our outreach programs include direct mailing of multiple guidelines and factsheets, press releases, and numerous appearances on local radio and television news programs.  To increase visibility of enforcement actions, the City of Redding has contracted with a local security agency to provide city-wide patrols to identify violations of the Water Shortage Contingency Ordinance.  Beginning July 15, these patrol officers will drive assigned neighborhoods and report on violations using a standardized form and digital image of the violation.  City staff will follow-up on these reports with warning door hangers and phone calls.",769890000,1105950000,197,0.7,No Correction,Sacramento River,282.9
15-Jun,06/01/2015 00:00,Redlands  City of,2,Yes,2187.5,3041.1,-99999,NULL,AF,"We currently do not have numbers for CII water used or Commercial Ag. water used, but will provide them at a later date. We bill bi-monthly.  Thank you.",77852,210.58,,,712799997,990946775,210.6,0.69,No Correction,South Coast,292.8
15-Jun,06/01/2015 00:00,Redwood City  City of,2,Yes,313686,515092,38185,NULL,CCF,,87696,61.8,,,234653423,385315574,61.8,0.693,No Correction,San Francisco Bay,101.5
15-Jun,06/01/2015 00:00,Reedley  City of,2,Yes,153.67,179.15,-99999,NULL,MG,66 mg Total delivered to residential (residential + Apartments) / 154 total produced X 100 = 42.85%,24195,91,,,153670000,179150000,91,0.43,No Correction,Tulare Lake,106.1
15-Jun,06/01/2015 00:00,Rialto  City of,2,Yes,861.47,1020.99,2.51,NULL,AF,"The revised population, which was recently approved by the DWR in April 2015 under the Urban Water Management Plan in 2010, is 54036 from previously reported population of 48623.Total production data for 2013, 2014 and 2015 should not be used for year over year comparisons based on the distribution system's hydraulic profile and metering conditions creating inaccuracies in water accounting. A project has been implemented to correct these problems. A better measure of conservation is consumer consumption metering which shows a consistent decline in water use in year over year comparisons.",54036,119.48,,,280711229,332691048,119.5,0.69,No Correction,South Coast,141.6
15-Jun,06/01/2015 00:00,Rincon Del Diablo Municipal Water District,Level 2,Yes,496,707,275,NULL,AF,"Commercial Water Use = 19%, Landscape Water Use = 6%, Ag Water Use = 1%, Construction Water Use = 4%",29955,126,,,161622308,230376959,125.9,0.7,No Correction,South Coast,179.5
15-Jun,06/01/2015 00:00,Rio Linda - Elverta Community Water District,3,Yes,80759795,125260284,0,NULL,G,,11013,215.8,District Conservation Coordinator performed 9 water wise water audits in the month of June 2015 to assist customers.,,80759795,125260284,215.8,0.883,No Correction,Sacramento River,334.8
15-Jun,06/01/2015 00:00,"Rio Vista, city of",3,Yes,68720000,93604000,-99999,NULL,G,,8324,183,,,68720000,93604000,192.6,0.7,No Correction,Sacramento River,262.4
15-Jun,06/01/2015 00:00,Ripon  City of,,Yes,125568000,185676000,-99999,NULL,G,,14915,263.84,,"We have implemented a more comprehensive water conservation program which, now includes rebates for smart irrigation controllers and shower heads.  We have also increased efforts in education and outreach, including water conservation classes for the public and we have placed signs throughout the city to increase awareness in regards to water conservation. On May 5th we hired a part time water conservation coordinator, we have recently increased the hours for this position to 40 hours per week. The City of Ripon is also fast tracking the process for the installation of water meters for all remaining non-metered residential services. ",125568000,185676000,208.2,0.742,No Correction,San Joaquin River,307.9
15-Jun,06/01/2015 00:00,Riverbank  City of,1st,Yes,132970600,168484000,-99999,NULL,G,,23298,171,,,132970600,168484000,171.2,0.9,No Correction,San Joaquin River,217
