Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Nov,11/01/2015  00:00:00,Covina  City of ,Level 2,Yes,370.35,453.37,AF,,33300,92.42,Provided updated information of restrictions to top water users by mailing a total of a 105 letters to top users. Participated in water education events and began preparing for rain barrel distribution event.,,,AF,"28,355,591", 92.4 ,76.503,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Del Oro Water Company,CPUC Schedule 14.1 Mandatory Reductions / Stage 2 ,Yes,33084,46871,CCF,,9615,65.66,,,,CCF,"859,512", 65.7 ,76.53,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Discovery Bay Community Services District,Mandatory,Yes,52000000,83000000,G,,14868,98,,,0,G,"4,100,000", 99.1 ,85, DATA CORRECTION ,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Fairfield  City of,2,Yes,372,489,MG,,107540,67,,,,MG,"124,000,000", 71.5 ,62,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Fillmore  City of,Stage 1,Yes,49324000,56119941,G,,15222,,,,,G,Null, 108.0 ,100,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Healdsburg  City of,2,Yes,35675164,46770676,G,,11687,71,,,334000,G,"10,702,549", 71.2 ,70,No Correction,North Coast,
15-Nov,11/01/2015  00:00:00,"Kingsburg, City of",2,Yes,42554000,79182000,G,,11685,121,,,,G,"5,532,000", 105.6 ,87,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Lamont Public Utility District,2,Yes,72.8166,86.7761,MG,,20009,84.91,Customers fully complied with the District's requests to modify their use of water to comply with the District's water use restrictions. Issuance of penalties was not required to achieve compliance this month.,"Explanation pertaining to R-GPCD calculation - The Communities of Lamont and Weedpatch are primarily farming communities. It is estimated that during the period of April through November each year, these communities experience an influx of migrant farm workers, therefore increasing the population serviced by the District substantially. The District can quantify the approx. 500 farm labor workers housed at the labor camp operated by the Housing Authority of Kern County located on Sunset Blvd. In addition to the farm labor camp, many residents provide temporary housing for migrant farm workers. This portion of the increase in population is difficult, if not impossible, to quantify but is estimated to range from 5-15%. For purposes of reporting population, the District remains conservative in its current estimate of a 5% increase in population due to migrant farm workers. The District continues its research into population fluctuations resulting from migrant farm workers in south Kern County and will update the reported populations as data become available. In addition, the estimated population within Lamont, Weedpatch and the surrounding areas receiving service from the Lamont PUD, based on 2010 census data, is estimated to be 18,290 in 2010. Using the State of California Department of Finance population increase estimates, the population within the Districts service area has increase each year between 2010 and 2015 by 1.04%, 1.93%, 0.76%, 0.30% and 0.10% respectively. The annual population increases used are for the City of Arvin which is located within 2 to 3 miles of the Communities of Lamont and Weedpatch and are demographically very similar. Based on this information, the updated population within the Districts service area is estimated to be approx. 19,988 in 2014 and 20,009 in 2015. Note that the actual R-GPCD for the District continues to be less than that reported because the population, as described above, is difficult to quantify.",,MG,"21,845,000", 84.9 ,70,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,"Lathrop, City of ",3,Yes,73.79,97.08,MG,,19831,64.5,PW Staff left door hangers and spoke with residents regarding mandatory water conservation,City of Lathrop continues to educate residents on water conservation and provides free water conservation kits.,,MG,"43,880,000", 64.5 ,52,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Lee Lake Water District,2,Yes,74612,99180,CCF,"Population based on profile of general demographic characteristics, Riverside County. No multifamily dwellings.",15543,95.8,,,,CCF,Null, 95.8 ,80,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Livingston  City of,2,Yes,99.994,190.765,MG,Foster Farms Water Consumption for the Month of November 2015 was 80.318MG. Foster Farms Water Consumption for the Month of November 2013 was 127.500 MG,14898,81.71,,City of Livingston has been issued an alternative compliance order with regards to water conservation.,0,MG,"86,110,000", 75.3 ,33.67,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Madera County,Stages 3 & 3.5,Yes,49774758,74106189,G,"The County of Madera administers 30 separate (or individual) water districts. Some of these districts are on Stage 3 and some were on Stage 3.5. These various stages restrict outdoor water use from 2 days to 1 day per week respectively. As such, I indicated 1 on the Outdoor Irrigation space above as there are no options for multiple answers.  ",14326,113.5,,,,G,Null, 113.5 ,98,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Manteca  City of,1,Yes,215.537,312.508,MG,,75638,86,,,0.089,MG,"41,600,000", 71.1 ,74.9,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Montecito Water District,3,Yes,313,529,AF,,13500,174,"17 instances of leaky District meters, service lines or appurtenances all repaired immediately; 11 conservation site visits;26 notification of running water, customer leaks and high use by phone, in person or by door tag; 510 financial penalties assessed for monthly allocation overages",Same as July 2015,,AF,"13,685,760", 173.8 ,69,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Monterey Park  City of,2,Yes,196.62,226.83,MG,,62183,75.2,,,0,MG,"33,570,000", 75.3 ,71.4,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Myoma Dunes Mutual Water Company,III,Yes,78.2,107.9,MG,,8948,186.4,,,,MG,Null, 186.4 ,64,No Correction,Colorado River,
15-Nov,11/01/2015  00:00:00,Norco  City of,3,Yes,477.8,534.5,AF,,25891,136,,,,AF,Null, 134.3 ,67,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Oakdale  City of,1,Yes,62.29,115,MG,," 21,442 ",70.6,,"35 DU's (3 persons per unit) are being supplied water through the Stanislaus County Emergency Water Relief Program.  Usage was approximately 180,000 gallons for the month.",0,MG,"15,600,000", 72.6 ,75,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,"Perris, City of",NA,Yes,133.012,130.076,AF,," 9,000 ",83.47,,,,AF,"21,607,208", 83.5 ,52,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Pinedale County Water District,III,Yes,41501700,59615204,G,," 16,735 ",77.74,,"EFFECTIVE IMMEDIATELY, thru February 1, 2016-NO POOL DRAINING will be allowed. After February 1, 2016, a Pool Draining Permit will be required in order to drain your pool. Landscape Watering: EFFECTIVE October 1, 2015-Outdoor watering will be limited to 1 day per week. Watering may only be done between the hours of 12:01 a.m.-6 a.m. & 7 p.m.-midnight on the allowed watering day. NO WATERING will be allowed Monday thru Friday. EFFECTIVE December 1, 2015: NO outdoor watering will be allowed on any day or time. Car Washing: EFFECTIVE IMMEDIATELY-- NO hand-washing of any automobile will be allowed.",,G,"2,473,501", 77.7 ,94.04,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Porterville  City of,Phase 3,Yes,232.7022,254,MG,," 61,946 ",88.46,,,0,MG,"45,400,000", 88.9 ,71,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Redding  City of,2,Yes,407.62,555.7,MG,," 91,207 ",116.2,,,0,MG,"148,350,000", 116.2 ,78,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Ripon  City of,,Yes,62802000,95507000,G,," 14,915 ",120.4,,In November the City of Ripon changed the allowable watering day from three day a week to one day a week for the winter months  (November to February). ,,G,"8,603,500", 110.7 ,78.86,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Riverbank  City of,3rd,Yes,74401908,75350693,G,," 23,298 ",96,,"As of Dec. 1st, Prohibited the use landscape irrigation systems thru May 1st 2016. Hand water only with hose must be present while doing so. Cut to one (1) day per week. Prohibited from watering for 48 hours after a rain event. No warning 1st violation $100, 2nd $200, 3rd $300 4th $400, 5th and each thereafter $500. No watering between 9AM - 9PM",0,G,"7,440,191", 95.8 ,90,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,San Bernardino County Service Area 70J,5,Yes,92.5,109.5,AF,"Report is based on available data due to billing cycle periods, all data for this month not yet available. Will update report with actual numbers once data is available."," 11,536 ",111.02,"We conduct water patrols a minimum of 2 days a week and as often as 5 days a week depending on staffing. We had 4 customer educational interactions re conservation, issued 1 toilet rebate, and 1 Cash for Grass application processed. ",Loss of personnel has continued to result in a decrease in active enforcement. Current recruitment actions are underway. ,,AF,"6,067,354", 67.6 ,77.59,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Sanger  City of,3,Yes,112.519,131.487,MG,The City has almost completed the changeover to the new smart water meters and leak detection. We are learning the new software and should be able to query more accurate data for both internal and external use.," 25,664 ",83.44,Water complaints have dropped considerably. Code Enforcement has had little activity in regards to water.,We continue to try to conserve but the opportunity for drastic changes is mush more difficult now that demand is dropped for the cold and wet months.,0,MG,Null, 86.2 ,59,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Shasta Lake  City of,4,Yes,36169400,46735900,G,," 10,293 ",86.45,,,0,G,"9,475,396", 86.7 ,74, DATA CORRECTION ,Sacramento River,
15-Nov,11/01/2015  00:00:00,Vallejo  City of,Elements of Stage II and III by ordinance.,Yes,353.438,424.675,MG,"1) Landscape irrigation water is included in the Commercial, Industrial and Institutional (C.I.I.) water category above. 2) C.I.I. is estimated."," 124,000 ",64.6,"The City is enforcing its existing Wasteful Water Use Prohibition Ordinance and Ordinance No. 1708 N.C. (2d), related to drought restrictions and penalties, which went into effect June 11, 2015. Enforcement actions include following up on all water waste advisories, site inspections, customer education, and distribution of water-saving devices.  In the month of November 2015, 3 of the 9 advisories were determined not to be violations. City staff contacted the customer directly or hung door hangers in 6 instances. No letters of violation were issued. To facilitate the receipt of citizen water waste advisories, the City has a phone hotline and has expanded the use of SeeClickFix (a mobile phone app).  The City is also following up on notifications received through the State website/portal. A variety of media are used for customer outreach. Administrative citations and penalties are available enforcement tools.","All City fountains have been turned off and watering greatly reduced. City Ordinance No. 1708 N.C. (2d) became effective June 11, 2015. The new ordinance limits watering to a specific 3 days per week based on street number address, and prohibits the use of water fountains and features using potable water. The ordinance also includes all previous restrictions adopted in August 2014 in compliance with the 2014 state emergency drought regulation. This includes a restriction that no outdoor irrigation of ornamental landscapes or turf with potable water is permitted between the hours of 9:00 a.m. and 6:00 p.m., with exceptions for drip irrigation, soaker hoses, and hand watering.  Public information and education efforts are ongoing and have been expanded. Administrative citation penalties have been added for multiple violations.",0,MG,"113,100,000", 64.6 ,68,No Correction,San Francisco Bay,
